brand,model,modification,cylinders,powerHp,engineVolume,transmissionType,transmissionSpeeds,baseCityNorm,baseHighwayNorm,fuelType,vehicleType,baseCombinedNorm,testCycle,normSource,sourceRef,publicTime,energyType,driveType,aliasCn,brandCn,region,phaseLow,phaseMid,phaseHigh,phaseExtra,electricKwh,co2,drivingRange,mass
Dongfeng,小康V05,EQ5020XQCF1,,62.543,1,MT,,9.5,5.7,Б,Passenger Car,7.1,NEDC,MIIT-CN 能耗标识,20121217044202,2012-12,传统能源 (принято: бензин (дизельные M1 редки)),,东风小康V05,东风,,,,,,,,,
Dongfeng,小康V05,EQ5020XXYF1,,69.341,0.997,MT,,9.7,5.8,Б,Truck,7.2,NEDC,MIIT-CN 能耗标识,20100901018655,2010-09,传统能源 (принято: бензин по классу и объёму),,东风小康V05,东风,,,,,,,,,
Dongfeng,小康V05,EQ5020XXYF16,,69.341,1.012,MT,,9.4,5.8,Б,Truck,7.2,NEDC,MIIT-CN 能耗标识,20121018042493,2012-10,传统能源 (принято: бензин по классу и объёму),,东风小康V05,东风,,,,,,,,,
Dongfeng,小康V05,EQ5020XXYF17,,88.375,1.22,MT,,9.1,5.7,Б,Truck,6.9,NEDC,MIIT-CN 能耗标识,20121018042501,2012-10,传统能源 (принято: бензин по классу и объёму),,东风小康V05,东风,,,,,,,,,
Dongfeng,小康V05,EQ5020XXYF19,,69.341,1.012,MT,,9.6,5.8,Б,Truck,7.2,NEDC,MIIT-CN 能耗标识,20121018042513,2012-10,传统能源 (принято: бензин по классу и объёму),,东风小康V05,东风,,,,,,,,,
Dongfeng,小康V05,EQ5020XXYF2,,89.735,1.3,MT,,9.9,5.8,Б,Truck,7.3,NEDC,MIIT-CN 能耗标识,20100901018657,2010-09,传统能源 (принято: бензин по классу и объёму),,东风小康V05,东风,,,,,,,,,
Dongfeng,小康V05,EQ5020XXYF3,,82.257,1.298,MT,,9.8,5.8,Б,Truck,7.3,NEDC,MIIT-CN 能耗标识,20100901018660,2010-09,传统能源 (принято: бензин по классу и объёму),,东风小康V05,东风,,,,,,,,,
Dongfeng,小康V05,EQ5020XXYF4,,85.656,1.206,MT,,9.2,5.5,Б,Truck,6.8,NEDC,MIIT-CN 能耗标识,20100901018664,2010-09,传统能源 (принято: бензин по классу и объёму),,东风小康V05,东风,,,,,,,,,
Dongfeng,小康V05,EQ5020XXYF5,,96.533,1.372,MT,,10,6,Б,Truck,7.4,NEDC,MIIT-CN 能耗标识,20100901018667,2010-09,传统能源 (принято: бензин по классу и объёму),,东风小康V05,东风,,,,,,,,,
Dongfeng,小康V05,EQ5020XXYFN1,,69.341,0.997,MT,,9.7,5.8,Б,Truck,7.2,NEDC,MIIT-CN 能耗标识,20100901018669,2010-09,传统能源 (принято: бензин по классу и объёму),,东风小康V05,东风,,,,,,,,,
Dongfeng,小康V05,EQ5020XXYFN2,,89.735,1.3,MT,,9.9,5.8,Б,Truck,7.3,NEDC,MIIT-CN 能耗标识,20100901018671,2010-09,传统能源 (принято: бензин по классу и объёму),,东风小康V05,东风,,,,,,,,,
Dongfeng,小康V05,EQ5020XXYFN3,,82.257,1.298,MT,,10,5.8,Б,Truck,7.3,NEDC,MIIT-CN 能耗标识,20100901018673,2010-09,传统能源 (принято: бензин по классу и объёму),,东风小康V05,东风,,,,,,,,,
Dongfeng,小康V05,EQ5020XXYFN4,,85.656,1.206,MT,,9.2,5.6,Б,Truck,6.8,NEDC,MIIT-CN 能耗标识,20100901018677,2010-09,传统能源 (принято: бензин по классу и объёму),,东风小康V05,东风,,,,,,,,,
Dongfeng,小康V05,EQ5020XXYFN5,,96.533,1.372,MT,,10,6,Б,Truck,7.4,NEDC,MIIT-CN 能耗标识,20100901018681,2010-09,传统能源 (принято: бензин по классу и объёму),,东风小康V05,东风,,,,,,,,,
Dongfeng,小康V05,EQ5020XXYFN7,,82.257,1.3,MT,,9.9,6,Б,Truck,7.4,NEDC,MIIT-CN 能耗标识,20100901018683,2010-09,传统能源 (принято: бензин по классу и объёму),,东风小康V05,东风,,,,,,,,,
Dongfeng,小康V05,EQ5020XYZF1,,82.257,1.3,MT,,9.9,6.1,Б,Truck,7.4,NEDC,MIIT-CN 能耗标识,20120918040287,2012-09,传统能源 (принято: бензин по классу и объёму),,东风小康V05,东风,,,,,,,,,
Dongfeng,小康V05,EQ5021CCQF10,,69.341,0.997,MT,,10.2,6.1,Б,Truck,7.4,NEDC,MIIT-CN 能耗标识,20100901018384,2010-09,传统能源 (принято: бензин по классу и объёму),,东风小康V05,东风,,,,,,,,,
Dongfeng,小康V05,EQ5021CCQF11,,89.735,1.3,MT,,9.9,6.1,Б,Truck,7.5,NEDC,MIIT-CN 能耗标识,20100901018386,2010-09,传统能源 (принято: бензин по классу и объёму),,东风小康V05,东风,,,,,,,,,
Dongfeng,小康V05,EQ5021CCQF12,,82.257,1.298,MT,,10.1,6.2,Б,Truck,7.5,NEDC,MIIT-CN 能耗标识,20100901018388,2010-09,传统能源 (принято: бензин по классу и объёму),,东风小康V05,东风,,,,,,,,,
Dongfeng,小康V05,EQ5021CCQF13,,53.025,0.997,MT,,9.9,5.9,Б,Truck,7.3,NEDC,MIIT-CN 能耗标识,20100901018460,2010-09,传统能源 (принято: бензин по классу и объёму),,东风小康V05,东风,,,,,,,,,
Dongfeng,小康V05,EQ5021CCQF14,,69.341,0.997,MT,,10.2,6.1,Б,Truck,7.4,NEDC,MIIT-CN 能耗标识,20100901018468,2010-09,传统能源 (принято: бензин по классу и объёму),,东风小康V05,东风,,,,,,,,,
Dongfeng,小康V05,EQ5021CCQF15,,74.779,1.22,MT,,6.6,4.8,Б,Truck,5.3,NEDC,MIIT-CN 能耗标识,20120918040328,2012-09,传统能源 (принято: бензин по классу и объёму),,东风小康V05,东风,,,,,,,,,
Dongfeng,小康V05,EQ5021CCQF16,,69.341,0.997,MT,,10.2,6.1,Б,Truck,7.3,NEDC,MIIT-CN 能耗标识,20100901018595,2010-09,传统能源 (принято: бензин по классу и объёму),,东风小康V05,东风,,,,,,,,,
Dongfeng,小康V05,EQ5021CCQF17,,89.735,1.3,MT,,9.9,6.1,Б,Truck,7.4,NEDC,MIIT-CN 能耗标识,20100901018597,2010-09,传统能源 (принято: бензин по классу и объёму),,东风小康V05,东风,,,,,,,,,
Dongfeng,小康V05,EQ5021CCQF18,,82.257,1.298,MT,,10,6.1,Б,Truck,7.6,NEDC,MIIT-CN 能耗标识,20100901018600,2010-09,传统能源 (принято: бензин по классу и объёму),,东风小康V05,东风,,,,,,,,,
Dongfeng,小康V05,EQ5021CCQF19,,96.533,1.372,MT,,10.1,6.2,Б,Truck,7.5,NEDC,MIIT-CN 能耗标识,20100901018603,2010-09,传统能源 (принято: бензин по классу и объёму),,东风小康V05,东风,,,,,,,,,
Dongfeng,小康V05,EQ5021CCQF23,,74.779,1.22,MT,,6.6,4.8,Б,Truck,5.3,NEDC,MIIT-CN 能耗标识,20120918040340,2012-09,传统能源 (принято: бензин по классу и объёму),,东风小康V05,东风,,,,,,,,,
Dongfeng,小康V05,EQ5021CCQF32,,63.902,1.012,MT,,9.3,5.8,Б,Truck,7,NEDC,MIIT-CN 能耗标识,20100901018542,2010-09,传统能源 (принято: бензин по классу и объёму),,东风小康V05,东风,,,,,,,,,
Dongfeng,小康V05,EQ5021CCQF33,,82.257,1.31,MT,,10,6.4,Б,Truck,7.6,NEDC,MIIT-CN 能耗标识,20100901018543,2010-09,传统能源 (принято: бензин по классу и объёму),,东风小康V05,东风,,,,,,,,,
Dongfeng,小康V05,EQ5021CCQF34,,53.025,1.012,MT,,9.3,5.8,Б,Truck,7,NEDC,MIIT-CN 能耗标识,20100901018544,2010-09,传统能源 (принято: бензин по классу и объёму),,东风小康V05,东风,,,,,,,,,
Dongfeng,小康V05,EQ5021CCQF9,,53.025,0.997,MT,,10,5.9,Б,Truck,7.3,NEDC,MIIT-CN 能耗标识,20100901018378,2010-09,传统能源 (принято: бензин по классу и объёму),,东风小康V05,东风,,,,,,,,,
Dongfeng,小康V05,EQ5021CCQFN10,,69.341,0.997,MT,,10.2,6.1,Б,Truck,7.4,NEDC,MIIT-CN 能耗标识,20100901018401,2010-09,传统能源 (принято: бензин по классу и объёму),,东风小康V05,东风,,,,,,,,,
Dongfeng,小康V05,EQ5021CCQFN11,,89.735,1.3,MT,,9.9,6.1,Б,Truck,7.5,NEDC,MIIT-CN 能耗标识,20100901018402,2010-09,传统能源 (принято: бензин по классу и объёму),,东风小康V05,东风,,,,,,,,,
Dongfeng,小康V05,EQ5021CCQFN12,,82.257,1.298,MT,,10.1,6.2,Б,Truck,7.5,NEDC,MIIT-CN 能耗标识,20100901018404,2010-09,传统能源 (принято: бензин по классу и объёму),,东风小康V05,东风,,,,,,,,,
Dongfeng,小康V05,EQ5021CCQFN13,,53.025,0.997,MT,,10,5.9,Б,Truck,7.3,NEDC,MIIT-CN 能耗标识,20100901018471,2010-09,传统能源 (принято: бензин по классу и объёму),,东风小康V05,东风,,,,,,,,,
Dongfeng,小康V05,EQ5021CCQFN14,,69.341,0.997,MT,,10.2,6.1,Б,Truck,7.4,NEDC,MIIT-CN 能耗标识,20100901018478,2010-09,传统能源 (принято: бензин по классу и объёму),,东风小康V05,东风,,,,,,,,,
Dongfeng,小康V05,EQ5021CCQFN15,,74.779,1.22,MT,,6.7,4.8,Б,Truck,5.3,NEDC,MIIT-CN 能耗标识,20120918040342,2012-09,传统能源 (принято: бензин по классу и объёму),,东风小康V05,东风,,,,,,,,,
Dongfeng,小康V05,EQ5021CCQFN16,,69.341,0.997,MT,,10.2,6.1,Б,Truck,7.3,NEDC,MIIT-CN 能耗标识,20100901018609,2010-09,传统能源 (принято: бензин по классу и объёму),,东风小康V05,东风,,,,,,,,,
Dongfeng,小康V05,EQ5021CCQFN17,,89.735,1.3,MT,,9.9,6.1,Б,Truck,7.4,NEDC,MIIT-CN 能耗标识,20100901018611,2010-09,传统能源 (принято: бензин по классу и объёму),,东风小康V05,东风,,,,,,,,,
Dongfeng,小康V05,EQ5021CCQFN18,,82.257,1.298,MT,,10,6.1,Б,Truck,7.6,NEDC,MIIT-CN 能耗标识,20100901018614,2010-09,传统能源 (принято: бензин по классу и объёму),,东风小康V05,东风,,,,,,,,,
Dongfeng,小康V05,EQ5021CCQFN19,,96.533,1.372,MT,,10.1,6.2,Б,Truck,7.5,NEDC,MIIT-CN 能耗标识,20100901018617,2010-09,传统能源 (принято: бензин по классу и объёму),,东风小康V05,东风,,,,,,,,,
Dongfeng,小康V05,EQ5021CCQFN23,,74.779,1.22,MT,,6.6,4.8,Б,Truck,5.3,NEDC,MIIT-CN 能耗标识,20120918040356,2012-09,传统能源 (принято: бензин по классу и объёму),,东风小康V05,东风,,,,,,,,,
Dongfeng,小康V05,EQ5021CCQFN29,,82.257,1.3,MT,,9.9,6,Б,Truck,7.3,NEDC,MIIT-CN 能耗标识,20100901018408,2010-09,传统能源 (принято: бензин по классу и объёму),,东风小康V05,东风,,,,,,,,,
Dongfeng,小康V05,EQ5021CCQFN30,,82.257,1.3,MT,,9.9,6,Б,Truck,7.3,NEDC,MIIT-CN 能耗标识,20100901018550,2010-09,传统能源 (принято: бензин по классу и объёму),,东风小康V05,东风,,,,,,,,,
Dongfeng,小康V05,EQ5021CCQFN31,,82.257,1.3,MT,,9.9,6,Б,Truck,7.4,NEDC,MIIT-CN 能耗标识,20100901018623,2010-09,传统能源 (принято: бензин по классу и объёму),,东风小康V05,东风,,,,,,,,,
Dongfeng,小康V05,EQ5021CCQFN32,,63.902,1.012,MT,,9.3,5.8,Б,Truck,7.1,NEDC,MIIT-CN 能耗标识,20100901018554,2010-09,传统能源 (принято: бензин по классу и объёму),,东风小康V05,东风,,,,,,,,,
Dongfeng,小康V05,EQ5021CCQFN33,,82.257,1.298,MT,,9.9,6.3,Б,Truck,7.6,NEDC,MIIT-CN 能耗标识,20100901018556,2010-09,传统能源 (принято: бензин по классу и объёму),,东风小康V05,东风,,,,,,,,,
Dongfeng,小康V05,EQ5021CCQFN34,,53.025,1.012,MT,,9.4,5.6,Б,Truck,7,NEDC,MIIT-CN 能耗标识,20100901018558,2010-09,传统能源 (принято: бензин по классу и объёму),,东风小康V05,东风,,,,,,,,,
Dongfeng,小康V05,EQ5021CCQFN9,,53.025,0.997,MT,,9.7,5.9,Б,Truck,7.3,NEDC,MIIT-CN 能耗标识,20100901018397,2010-09,传统能源 (принято: бензин по классу и объёму),,东风小康V05,东风,,,,,,,,,
Dongfeng,小康V05,EQ5021CCYF10,,69.341,1.012,MT,,9.8,5.9,Б,Truck,7.3,NEDC,MIIT-CN 能耗标识,20120918040390,2012-09,传统能源 (принято: бензин по классу и объёму),,东风小康V05,东风,,,,,,,,,
Dongfeng,小康V05,EQ5021CCYF11,,82.257,1.3,MT,,9.8,6,Б,Truck,7.4,NEDC,MIIT-CN 能耗标识,20120918040398,2012-09,传统能源 (принято: бензин по классу и объёму),,东风小康V05,东风,,,,,,,,,
Dongfeng,小康V05,EQ5021CCYF13,,69.341,0.997,MT,,9.9,5.9,Б,Truck,7.3,NEDC,MIIT-CN 能耗标识,20120918040408,2012-09,传统能源 (принято: бензин по классу и объёму),,东风小康V05,东风,,,,,,,,,
Dongfeng,小康V05,EQ5021CCYF14,,82.257,1.3,MT,,10.1,5.9,Б,Truck,7.4,NEDC,MIIT-CN 能耗标识,20120918040429,2012-09,传统能源 (принято: бензин по классу и объёму),,东风小康V05,东风,,,,,,,,,
Dongfeng,小康V05,EQ5021CCYF15,,87.016,1.21,MT,,9.3,5.7,Б,Truck,7.1,NEDC,MIIT-CN 能耗标识,20130516049209,2013-05,传统能源 (принято: бензин по классу и объёму),,东风小康V05,东风,,,,,,,,,
Dongfeng,小康V05,EQ5021CCYF16,,87.016,1.21,MT,,9.3,5.7,Б,Truck,7.1,NEDC,MIIT-CN 能耗标识,20130516049221,2013-05,传统能源 (принято: бензин по классу и объёму),,东风小康V05,东风,,,,,,,,,
Dongfeng,小康V05,EQ5021CCYF5,,52.345,1.05,MT,,9.7,5.8,Б,Truck,7.2,NEDC,MIIT-CN 能耗标识,20120918040454,2012-09,传统能源 (принято: бензин по классу и объёму),,东风小康V05,东风,,,,,,,,,
Dongfeng,小康V05,EQ5021CCYF6,,69.341,0.997,MT,,9.7,5.7,Б,Truck,7.2,NEDC,MIIT-CN 能耗标识,20120918040459,2012-09,传统能源 (принято: бензин по классу и объёму),,东风小康V05,东风,,,,,,,,,
Dongfeng,小康V05,EQ5021CCYF7,,82.257,1.3,MT,,10.1,5.9,Б,Truck,7.4,NEDC,MIIT-CN 能耗标识,20120918040462,2012-09,传统能源 (принято: бензин по классу и объёму),,东风小康V05,东风,,,,,,,,,
Dongfeng,小康V05,EQ5021CCYF8,,52.345,1.05,MT,,9.7,5.8,Б,Truck,7.2,NEDC,MIIT-CN 能耗标识,20120918040474,2012-09,传统能源 (принято: бензин по классу и объёму),,东风小康V05,东风,,,,,,,,,
Dongfeng,小康V05,EQ5021CCYF9,,69.341,0.997,MT,,9.7,5.7,Б,Truck,7.2,NEDC,MIIT-CN 能耗标识,20120918040479,2012-09,传统能源 (принято: бензин по классу и объёму),,东风小康V05,东风,,,,,,,,,
Dongfeng,小康V05,EQ5021XJHF7,,100.612,1.375,MT,,9.5,5.7,Б,Passenger Car,7.1,NEDC,MIIT-CN 能耗标识,20120918040512,2012-09,传统能源 (принято: бензин (дизельные M1 редки)),,东风小康V05,东风,,,,,,,,,
Dongfeng,小康V05,EQ5021XQCF7,,100.612,1.375,MT,,9.5,5.7,Б,Passenger Car,7.1,NEDC,MIIT-CN 能耗标识,20120918040560,2012-09,传统能源 (принято: бензин (дизельные M1 редки)),,东风小康V05,东风,,,,,,,,,
Dongfeng,小康V05,EQ5021XSHF4,,69.341,0.997,MT,,9.8,6.2,Б,Truck,7.4,NEDC,MIIT-CN 能耗标识,20100901018480,2010-09,传统能源 (принято: бензин по классу и объёму),,东风小康V05,东风,,,,,,,,,
Dongfeng,小康V05,EQ5021XSHF5,,89.735,1.3,MT,,10.2,6.1,Б,Truck,7.5,NEDC,MIIT-CN 能耗标识,20100901018410,2010-09,传统能源 (принято: бензин по классу и объёму),,东风小康V05,东风,,,,,,,,,
Dongfeng,小康V05,EQ5021XSHF6,,82.257,1.298,MT,,10.1,6.2,Б,Truck,7.5,NEDC,MIIT-CN 能耗标识,20100901018412,2010-09,传统能源 (принято: бензин по классу и объёму),,东风小康V05,东风,,,,,,,,,
Dongfeng,小康V05,EQ5021XSHF7,,69.341,0.997,MT,,9.8,6.2,Б,Truck,7.4,NEDC,MIIT-CN 能耗标识,20100901018416,2010-09,传统能源 (принято: бензин по классу и объёму),,东风小康V05,东风,,,,,,,,,
Dongfeng,小康V05,EQ5021XSHF8,,63.902,1.012,MT,,9.7,6.2,Б,Truck,7.5,NEDC,MIIT-CN 能耗标识,20100901018562,2010-09,传统能源 (принято: бензин по классу и объёму),,东风小康V05,东风,,,,,,,,,
Dongfeng,小康V05,EQ5021XSHF9,,82.257,1.31,MT,,10,6.4,Б,Truck,7.6,NEDC,MIIT-CN 能耗标识,20100901018563,2010-09,传统能源 (принято: бензин по классу и объёму),,东风小康V05,东风,,,,,,,,,
Dongfeng,小康V05,EQ5021XSHFN4,,69.341,0.997,MT,,9.8,6.2,Б,Truck,7.4,NEDC,MIIT-CN 能耗标识,20100901018482,2010-09,传统能源 (принято: бензин по классу и объёму),,东风小康V05,东风,,,,,,,,,
Dongfeng,小康V05,EQ5021XSHFN5,,89.735,1.3,MT,,10.2,6.1,Б,Truck,7.5,NEDC,MIIT-CN 能耗标识,20100901018418,2010-09,传统能源 (принято: бензин по классу и объёму),,东风小康V05,东风,,,,,,,,,
Dongfeng,小康V05,EQ5021XSHFN6,,82.257,1.298,MT,,10,6.1,Б,Truck,7.5,NEDC,MIIT-CN 能耗标识,20100901018421,2010-09,传统能源 (принято: бензин по классу и объёму),,东风小康V05,东风,,,,,,,,,
Dongfeng,小康V05,EQ5021XSHFN7,,69.341,0.997,MT,,9.8,6.2,Б,Truck,7.4,NEDC,MIIT-CN 能耗标识,20100901018424,2010-09,传统能源 (принято: бензин по классу и объёму),,东风小康V05,东风,,,,,,,,,
Dongfeng,小康V05,EQ5021XSHFN8,,63.902,1.012,MT,,9.7,6.2,Б,Truck,7.5,NEDC,MIIT-CN 能耗标识,20100901018564,2010-09,传统能源 (принято: бензин по классу и объёму),,东风小康V05,东风,,,,,,,,,
Dongfeng,小康V05,EQ5021XSHFN9,,82.257,1.298,MT,,9.9,6.3,Б,Truck,7.6,NEDC,MIIT-CN 能耗标识,20100901018566,2010-09,传统能源 (принято: бензин по классу и объёму),,东风小康V05,东风,,,,,,,,,
Dongfeng,小康V05,EQ5021XXYF17,,53.025,0.997,MT,,9.9,5.9,Б,Truck,7.4,NEDC,MIIT-CN 能耗标识,20100901018426,2010-09,传统能源 (принято: бензин по классу и объёму),,东风小康V05,东风,,,,,,,,,
Dongfeng,小康V05,EQ5021XXYF18,,69.341,0.997,MT,,10.2,6.1,Б,Truck,7.5,NEDC,MIIT-CN 能耗标识,20100901018434,2010-09,传统能源 (принято: бензин по классу и объёму),,东风小康V05,东风,,,,,,,,,
Dongfeng,小康V05,EQ5021XXYF19,,89.735,1.3,MT,,9.9,6.1,Б,Truck,7.5,NEDC,MIIT-CN 能耗标识,20100901018436,2010-09,传统能源 (принято: бензин по классу и объёму),,东风小康V05,东风,,,,,,,,,
Dongfeng,小康V05,EQ5021XXYF20,,82.257,1.298,MT,,10,6.1,Б,Truck,7.5,NEDC,MIIT-CN 能耗标识,20100901018439,2010-09,传统能源 (принято: бензин по классу и объёму),,东风小康V05,东风,,,,,,,,,
Dongfeng,小康V05,EQ5021XXYF21,,53.025,0.997,MT,,9.7,5.9,Б,Truck,7.3,NEDC,MIIT-CN 能耗标识,20100901018489,2010-09,传统能源 (принято: бензин по классу и объёму),,东风小康V05,东风,,,,,,,,,
Dongfeng,小康V05,EQ5021XXYF22,,69.341,0.997,MT,,10.2,6.1,Б,Truck,7.4,NEDC,MIIT-CN 能耗标识,20100901018492,2010-09,传统能源 (принято: бензин по классу и объёму),,东风小康V05,东风,,,,,,,,,
Dongfeng,小康V05,EQ5021XXYF22Q2,,82.257,1.31,MT,,8.7,6.1,Б,Truck,7.1,NEDC,MIIT-CN 能耗标识,20091222005666,2010-01,传统能源 (принято: бензин по классу и объёму),,东风小康V05,东风,,,,,,,,,
Dongfeng,小康V05,EQ5021XXYF22QN3,,82.257,1.298,MT,,9.6,5.7,Б,Truck,7.2,NEDC,MIIT-CN 能耗标识,20091222005667,2010-01,传统能源 (принято: бензин по классу и объёму),,东风小康V05,东风,,,,,,,,,
Dongfeng,小康V05,EQ5021XXYF23,,74.779,1.22,MT,,6.7,4.8,Б,Truck,5.3,NEDC,MIIT-CN 能耗标识,20120918040582,2012-09,传统能源 (принято: бензин по классу и объёму),,东风小康V05,东风,,,,,,,,,
Dongfeng,小康V05,EQ5021XXYF23Q1,,63.902,1.012,MT,,9.4,6.2,Б,Truck,7.4,NEDC,MIIT-CN 能耗标识,20091222005669,2010-01,传统能源 (принято: бензин по классу и объёму),,东风小康V05,东风,,,,,,,,,
Dongfeng,小康V05,EQ5021XXYF24,,69.341,0.997,MT,,10.2,6.1,Б,Truck,7.3,NEDC,MIIT-CN 能耗标识,20100901018625,2010-09,传统能源 (принято: бензин по классу и объёму),,东风小康V05,东风,,,,,,,,,
Dongfeng,小康V05,EQ5021XXYF24Q4,,52.345,1.05,MT,,10.1,6.1,Б,Truck,7.6,NEDC,MIIT-CN 能耗标识,20120918040592,2012-09,传统能源 (принято: бензин по классу и объёму),,东风小康V05,东风,,,,,,,,,
Dongfeng,小康V05,EQ5021XXYF24QN6,,53.025,1.012,MT,,9.5,5.7,Б,Truck,7.4,NEDC,MIIT-CN 能耗标识,20100901018572,2010-09,传统能源 (принято: бензин по классу и объёму),,东风小康V05,东风,,,,,,,,,
Dongfeng,小康V05,EQ5021XXYF25,,89.735,1.3,MT,,9.9,6.1,Б,Truck,7.5,NEDC,MIIT-CN 能耗标识,20100901018627,2010-09,传统能源 (принято: бензин по классу и объёму),,东风小康V05,东风,,,,,,,,,
Dongfeng,小康V05,EQ5021XXYF26,,82.257,1.298,MT,,10.1,6.2,Б,Truck,7.7,NEDC,MIIT-CN 能耗标识,20100901018629,2010-09,传统能源 (принято: бензин по классу и объёму),,东风小康V05,东风,,,,,,,,,
Dongfeng,小康V05,EQ5021XXYF27,,96.533,1.372,MT,,10.1,6.2,Б,Truck,7.7,NEDC,MIIT-CN 能耗标识,20100901018633,2010-09,传统能源 (принято: бензин по классу и объёму),,东风小康V05,东风,,,,,,,,,
Dongfeng,小康V05,EQ5021XXYF32,,53.025,1.012,MT,,9.3,5.8,Б,Truck,7,NEDC,MIIT-CN 能耗标识,20100901018576,2010-09,传统能源 (принято: бензин по классу и объёму),,东风小康V05,东风,,,,,,,,,
Dongfeng,小康V05,EQ5021XXYF36,,74.779,1.22,MT,,6.7,4.8,Б,Truck,5.3,NEDC,MIIT-CN 能耗标识,20120918040630,2012-09,传统能源 (принято: бензин по классу и объёму),,东风小康V05,东风,,,,,,,,,
Dongfeng,小康V05,EQ5021XXYF42,,52.345,1.05,MT,,9.7,5.8,Б,Truck,7.3,NEDC,MIIT-CN 能耗标识,20120918040664,2012-09,传统能源 (принято: бензин по классу и объёму),,东风小康V05,东风,,,,,,,,,
Dongfeng,小康V05,EQ5021XXYF43,,69.341,0.997,MT,,9.5,5.8,Б,Truck,7.2,NEDC,MIIT-CN 能耗标识,20120918040668,2012-09,传统能源 (принято: бензин по классу и объёму),,东风小康V05,东风,,,,,,,,,
Dongfeng,小康V05,EQ5021XXYF44,,44.867,0.943,MT,,9.7,5.7,Б,Truck,7.1,NEDC,MIIT-CN 能耗标识,20120918040672,2012-09,传统能源 (принято: бензин по классу и объёму),,东风小康V05,东风,,,,,,,,,
Dongfeng,小康V05,EQ5021XXYF45,,52.345,1.05,MT,,9.7,5.8,Б,Truck,7.3,NEDC,MIIT-CN 能耗标识,20120918040684,2012-09,传统能源 (принято: бензин по классу и объёму),,东风小康V05,东风,,,,,,,,,
Dongfeng,小康V05,EQ5021XXYF46,,69.341,0.997,MT,,9.7,5.7,Б,Truck,7.2,NEDC,MIIT-CN 能耗标识,20120918040689,2012-09,传统能源 (принято: бензин по классу и объёму),,东风小康V05,东风,,,,,,,,,
Dongfeng,小康V05,EQ5021XXYF47,,89.735,1.3,MT,,10.2,5.9,Б,Truck,7.4,NEDC,MIIT-CN 能耗标识,20120918040692,2012-09,传统能源 (принято: бензин по классу и объёму),,东风小康V05,东风,,,,,,,,,
Dongfeng,小康V05,EQ5021XXYF48,,82.257,1.3,MT,,10.1,6,Б,Truck,7.4,NEDC,MIIT-CN 能耗标识,20120918040696,2012-09,传统能源 (принято: бензин по классу и объёму),,东风小康V05,东风,,,,,,,,,
Dongfeng,小康V05,EQ5021XXYF49,,85.656,1.206,MT,,9.7,5.7,Б,Truck,7.1,NEDC,MIIT-CN 能耗标识,20120918040700,2012-09,传统能源 (принято: бензин по классу и объёму),,东风小康V05,东风,,,,,,,,,
Dongfeng,小康V05,EQ5021XXYF50,,96.533,1.372,MT,,9.8,5.8,Б,Truck,7.2,NEDC,MIIT-CN 能耗标识,20120918040704,2012-09,传统能源 (принято: бензин по классу и объёму),,东风小康V05,东风,,,,,,,,,
Dongfeng,小康V05,EQ5021XXYF51,,93.814,1.3,MT,,9.7,5.8,Б,Truck,7.1,NEDC,MIIT-CN 能耗标识,20120918040706,2012-09,传统能源 (принято: бензин по классу и объёму),,东风小康V05,东风,,,,,,,,,
Dongfeng,小康V05,EQ5021XXYF52,,69.341,0.997,MT,,9.7,5.8,Б,Truck,7.3,NEDC,MIIT-CN 能耗标识,20120918040739,2012-09,传统能源 (принято: бензин по классу и объёму),,东风小康V05,东风,,,,,,,,,
Dongfeng,小康V05,EQ5021XXYF53,,82.257,1.3,MT,,10,5.9,Б,Truck,7.4,NEDC,MIIT-CN 能耗标识,20120918040752,2012-09,传统能源 (принято: бензин по классу и объёму),,东风小康V05,东风,,,,,,,,,
Dongfeng,小康V05,EQ5021XXYF54,,89.735,1.3,MT,,10.3,6,Б,Truck,7.4,NEDC,MIIT-CN 能耗标识,20120918040755,2012-09,传统能源 (принято: бензин по классу и объёму),,东风小康V05,东风,,,,,,,,,
Dongfeng,小康V05,EQ5021XXYF55,,87.016,1.21,MT,,9.9,6.1,Б,Truck,7.2,NEDC,MIIT-CN 能耗标识,20120918040762,2012-09,传统能源 (принято: бензин по классу и объёму),,东风小康V05,东风,,,,,,,,,
Dongfeng,小康V05,EQ5021XXYF56,,96.533,1.372,MT,,9.7,5.6,Б,Truck,7.3,NEDC,MIIT-CN 能耗标识,20120918040801,2012-09,传统能源 (принято: бензин по классу и объёму),,东风小康V05,东风,,,,,,,,,
Dongfeng,小康V05,EQ5021XXYF57,,93.814,1.3,MT,,9.5,5.7,Б,Truck,7.2,NEDC,MIIT-CN 能耗标识,20120918040811,2012-09,传统能源 (принято: бензин по классу и объёму),,东风小康V05,东风,,,,,,,,,
Dongfeng,小康V05,EQ5021XXYF58,,63.902,1.05,MT,,9.3,5.7,Б,Truck,7.4,NEDC,MIIT-CN 能耗标识,20120820038105,2012-08,传统能源 (принято: бензин по классу и объёму),,东风小康V05,东风,,,,,,,,,
Dongfeng,小康V05,EQ5021XXYF59,,89.735,1.3,MT,,9.9,6.1,Б,Truck,7.5,NEDC,MIIT-CN 能耗标识,20120918040813,2012-09,传统能源 (принято: бензин по классу и объёму),,东风小康V05,东风,,,,,,,,,
